iter	Logloss
171	0.1585676228
172	0.1585370356
173	0.1584839198
174	0.1584302341
175	0.1583972158
176	0.1583541822
177	0.1583026479
178	0.1582482149
179	0.1582134321
180	0.1581490987
181	0.1581091141
182	0.1580375434
183	0.1579867442
184	0.1579466761
185	0.1578816776
186	0.1578288707
187	0.1578028877
188	0.1577676443
189	0.1577150802
190	0.1576484264
191	0.157599094
192	0.1575620301
193	0.1575135566
194	0.1574775169
195	0.1574408605
196	0.1574017599
197	0.1573615728
198	0.1573126274
199	0.1572469121
200	0.15720176
201	0.1571645946
202	0.1570649639
203	0.1570404668
204	0.1569801381
205	0.1569290923
206	0.156888381
207	0.1568351802
208	0.1567870932
209	0.1567264487
210	0.1566887331
211	0.156645455
212	0.1565976454
213	0.1565658892
214	0.156526996
215	0.1564761894
216	0.1564318526
217	0.1563615891
218	0.1563112009
219	0.1562680531
220	0.1562238611
221	0.1561748461
222	0.1561213492
223	0.1560893562
224	0.1560507336
225	0.1560123856
226	0.1559561307
227	0.1559023157
228	0.1558690149
229	0.1555865803
230	0.1555545624
231	0.1555229454
232	0.1554980895
233	0.1554567626
234	0.1554114923
235	0.1553784864
236	0.1553380447
237	0.1553076962
238	0.1552703695
239	0.1552351684
240	0.1551777819
241	0.1551453522
242	0.1551032098
243	0.1550719749
244	0.1550409413
245	0.154998864
246	0.1549736498
247	0.1549432104
248	0.1549034969
249	0.154865759
250	0.1548279322
251	0.154791063
252	0.1547607543
253	0.1547211947
254	0.1544728192
255	0.1544255028
256	0.1543972363
257	0.1543497249
258	0.1543094899
259	0.154274862
260	0.1542382899
261	0.1541914543
262	0.1541680383
263	0.1541346349
264	0.1541084841
265	0.1540879462
266	0.1540583499
267	0.1540262327
268	0.1539911464
269	0.153957487
270	0.1539197715
271	0.1538803752
272	0.153843577
273	0.1538216873
274	0.1537979598
275	0.1537376963
276	0.1536802136
277	0.1536379459
278	0.153612142
279	0.1535726098
280	0.1535411038
281	0.1535066337
282	0.1534660657
283	0.1534052132
284	0.1533741708
285	0.1533384199
286	0.1533022234
287	0.1532674922
288	0.1531274353
289	0.1531108999
290	0.1530618573
291	0.1530262948
292	0.1529878457
293	0.1529466608
294	0.1529070867
295	0.1528615559
296	0.1528079427
297	0.1527734459
298	0.1527276311
299	0.1526830264
300	0.152654405
301	0.1526224542
302	0.1525949325
303	0.1525500914
304	0.1525008399
305	0.1524672673
306	0.1524376765
307	0.1522448579
308	0.1522138566
309	0.1521888876
310	0.1521486258
311	0.1518651421
312	0.1514694872
313	0.1514339554
314	0.1513911482
315	0.1513569621
316	0.1512388086
317	0.1511954966
318	0.151169325
319	0.1511432902
320	0.1511086862
321	0.151087877
322	0.1510632316
323	0.1510310426
324	0.1509980096
325	0.1509743688
326	0.1509354148
327	0.1509058698
328	0.1508830747
329	0.1508471682
330	0.1508005105
331	0.1507766135
332	0.1507446047
333	0.1507089216
334	0.1506838882
335	0.1506637315
336	0.1506284357
337	0.1505908007
338	0.1505675801
339	0.1505328693
340	0.150499659
341	0.1504608193
342	0.1504349716
343	0.1503995149
344	0.1503604715
345	0.1503290029
346	0.1502978225
347	0.1502708135
348	0.1502450134
349	0.1502206081
350	0.1501863763
351	0.1501650647
352	0.1501276891
353	0.1500832594
354	0.1500522958
355	0.1500064487
356	0.1499798586
357	0.1499480307
358	0.1499100335
359	0.1498739921
360	0.1498454178
361	0.1498121791
362	0.149798031
363	0.1497585612
364	0.1497336105
365	0.1497169358
366	0.1495933977
367	0.1495533566
368	0.1495004941
369	0.1494733646
370	0.1494329305
371	0.1493979132
372	0.1493751016
373	0.1493494437
374	0.149293869
375	0.1492703664
376	0.1492394604
377	0.1492181406
378	0.1491859824
379	0.149145771
380	0.1491031081
381	0.149075335
382	0.1490425465
383	0.1490180419
384	0.148997911
385	0.1489552783
386	0.148922512
387	0.1489027624
388	0.1488690918
389	0.1488288755
390	0.1487984921
391	0.148763274
392	0.1487430473
393	0.1487210727
394	0.1486760139
395	0.1486509065
396	0.1486098686
397	0.1485845306
398	0.1485373913
399	0.1485031082
400	0.1484743219
401	0.1484552363
402	0.1484181311
403	0.1483861476
404	0.1482731359
405	0.1482523797
406	0.1482139842
407	0.1481800443
408	0.1481584966
409	0.1481244772
410	0.1480836874
411	0.1480500413
412	0.1480146353
413	0.1479831389
414	0.147937961
415	0.1479124397
416	0.1478733435
417	0.1478508145
418	0.147814145
419	0.1477933224
420	0.1477676622
421	0.147734824
422	0.1477008581
423	0.147675549
424	0.1476331508
425	0.1475964476
426	0.1475664166
427	0.1475487457
428	0.1475109554
429	0.1474748121
430	0.14744792
431	0.1474251161
432	0.1473890476
433	0.1473499358
434	0.1473278751
435	0.1472946289
436	0.1472598214
437	0.1472363225
438	0.1472147847
439	0.147192559
440	0.1471413504
441	0.1471140242
442	0.1470923756
443	0.1470609603
444	0.1470280542
445	0.1469928899
446	0.1469289057
447	0.1469003324
448	0.1468718077
449	0.1468378241
450	0.1468086672
451	0.1467749224
452	0.1467552978
453	0.1467234237
454	0.1466900183
455	0.1466407378
456	0.1466130011
457	0.146570913
458	0.1465380278
459	0.1465113028
460	0.1464879545
461	0.1464446985
462	0.1464183108
463	0.1463821513
464	0.1463454089
465	0.1463207833
466	0.1462673456
467	0.1462387794
468	0.1462153803
469	0.1461817136
470	0.1461466957
471	0.1461225107
472	0.1460908551
473	0.1460569506
474	0.1460257593
475	0.1459999591
476	0.1459784465
477	0.1459344614
478	0.1458987739
479	0.1458646569
480	0.1458412192
481	0.1458024974
482	0.1457559726
483	0.1457344217
484	0.1457214574
485	0.1456922774
486	0.1456618436
487	0.1456250533
488	0.1455998393
489	0.1455635991
490	0.1455350267
491	0.1454998916
492	0.1454804659
493	0.145441208
494	0.1454151288
495	0.1453925036
496	0.1453764351
497	0.1453588693
498	0.1453222969
499	0.1452932427
500	0.145268024
501	0.1452470545
502	0.1452145848
503	0.1452036409
504	0.1451692971
505	0.1451363865
506	0.1451224297
507	0.1450816763
508	0.1450496022
509	0.1450134038
510	0.1449790986
511	0.1449566008
512	0.1449314888
513	0.1448987526
514	0.1448565756
515	0.1448198953
516	0.1447882768
517	0.1447483764
518	0.1447069539
519	0.1446731186
520	0.1446482231
521	0.1446281222
522	0.1446093003
523	0.144588507
524	0.144559013
525	0.1445301016
526	0.1445082392
527	0.1444771752
528	0.1444443516
529	0.1444145408
530	0.1443847014
531	0.1443644116
532	0.1443307134
533	0.1442940656
534	0.1442722471
535	0.1442387973
536	0.1442121223
537	0.144165442
538	0.1441364811
539	0.1441170312
540	0.1440809872
541	0.1440457026
542	0.1440115519
543	0.143981278
544	0.1439556094
545	0.1439290777
546	0.1437900358
547	0.143754116
548	0.1437220456
549	0.143690392
550	0.1436623583
551	0.1436398398
552	0.1436144771
553	0.1435819513
554	0.1435657069
555	0.1435380883
556	0.1435172923
557	0.1435037259
558	0.1434771057
559	0.1434560387
560	0.1434159179
561	0.1433930446
562	0.1433104242
563	0.1432935407
564	0.1432677738
565	0.1432339058
566	0.1432128455
567	0.1431873171
568	0.1431537492
569	0.1431298211
570	0.1430983622
571	0.143086822
572	0.1430619555
573	0.1430257437
574	0.1430024588
575	0.1429711726
576	0.1429478039
577	0.1429233288
578	0.1428833024
579	0.1428540087
580	0.1428178609
581	0.1427853989
582	0.1427528784
583	0.1427308175
584	0.1427162239
585	0.1426846974
586	0.1426597741
587	0.1426270929
588	0.1425889128
589	0.1425639846
590	0.1425313073
591	0.142505462
592	0.1424670389
593	0.1424465081
594	0.142421246
595	0.1424004385
596	0.142362994
597	0.1423338216
598	0.1423058313
599	0.1422826027
600	0.1422456966
601	0.1422114431
602	0.1421717335
603	0.1421427446
604	0.1421284564
605	0.1420975901
606	0.1420643092
607	0.142038565
608	0.1420032954
609	0.1419930648
610	0.141967405
611	0.1419394292
612	0.1419153193
613	0.1418905937
614	0.1418649294
615	0.1418306594
616	0.1418090739
617	0.1417746446
618	0.1417479798
619	0.1417277654
620	0.1417049789
621	0.141672075
622	0.1416446867
623	0.1416139415
624	0.1415951881
625	0.1415760762
626	0.1415504123
627	0.1415242819
628	0.1415030229
629	0.141473192
630	0.1414434067
631	0.1414269912
632	0.1413959238
633	0.1413627968
634	0.1413334543
635	0.1412985455
636	0.141285179
637	0.1412700048
638	0.1412470053
639	0.141216364
640	0.1411946426
641	0.1411683599
642	0.1411357553
643	0.1411184217
644	0.1410935715
645	0.141070022
646	0.1410530477
647	0.141028351
648	0.1409987841
649	0.1409779709
650	0.1409489813
651	0.1409281286
652	0.1409061604
653	0.1408948384
654	0.1408707567
655	0.1408481125
656	0.1408286514
657	0.1407963443
658	0.1407700925
659	0.1407520426
660	0.1407390635
661	0.1407053437
662	0.1406865259
663	0.1406645283
664	0.140642282
665	0.1406012576
666	0.1405700761
667	0.1405355754
668	0.1405060925
669	0.1404704095
670	0.1404471876
671	0.1404113592
672	0.1403822125
673	0.1402978841
674	0.1402657044
675	0.1402379367
676	0.1402119368
677	0.1401871453
678	0.1401654983
679	0.1401399743
680	0.1401034873
681	0.1400654766
682	0.1400393516
683	0.1400312336
684	0.140002774
685	0.1399597325
686	0.13992981
687	0.1399015767
688	0.1398735765
689	0.139842999
690	0.1398125897
691	0.1397766948
692	0.1397546338
693	0.139643015
694	0.1396216322
695	0.1395931929
696	0.1395701586
697	0.139541293
698	0.1395089789
699	0.1394864472
700	0.1394544172
701	0.1394269068
702	0.1393937095
703	0.1393724299
704	0.1393507731
705	0.139323462
706	0.1392970205
707	0.1392708061
708	0.1392568584
709	0.1392404845
710	0.1392108423
711	0.1391908325
712	0.1391681428
713	0.139164194
714	0.1391289194
715	0.1391003991
716	0.1390651267
717	0.1390411239
718	0.1390179279
719	0.1389852597
720	0.1389719994
721	0.138940834
722	0.1389203219
723	0.1389043934
724	0.1388729489
725	0.1388534484
726	0.1388290233
727	0.1388043815
728	0.138789458
729	0.1387696757
730	0.13875178
731	0.1387181365
732	0.1386903272
733	0.138674069
734	0.1386474612
735	0.1386239366
736	0.138608491
737	0.1385927096
738	0.1385765581
739	0.1385535782
740	0.1385440208
741	0.1385158787
742	0.1384820236
743	0.1384623807
744	0.1384432218
745	0.1384299155
746	0.1383935603
747	0.1383712032
748	0.1382986891
749	0.1382829692
750	0.1382488877
751	0.1382318029
752	0.138220409
753	0.1382053805
754	0.1381875973
755	0.1381581557
756	0.138132304
757	0.1381123081
758	0.138079572
759	0.138043929
760	0.1380239144
761	0.1379950593
762	0.137979162
763	0.1379549951
764	0.1379239046
765	0.1378943122
766	0.1378830572
767	0.1378540761
768	0.1378194609
769	0.137795187
770	0.1377675791
771	0.1377569711
772	0.1377278267
773	0.1377092577
774	0.1376845957
775	0.1376457491
776	0.1376271824
777	0.1376040483
778	0.1375776319
779	0.1375418744
780	0.137522854
781	0.1374944452
782	0.1374615506
783	0.1374421258
784	0.1374125928
785	0.1373946252
786	0.1373634013
787	0.1373523201
788	0.1373311347
789	0.1373042269
790	0.1372751405
791	0.1372386436
792	0.1372101027
793	0.1371995298
794	0.1371769724
795	0.1371591132
796	0.1371337969
797	0.1371089589
798	0.137089861
799	0.1370630906
800	0.1370349802
801	0.1370075569
802	0.1369887154
803	0.1369742327
804	0.1369625934
805	0.1369243093
806	0.1368985685
807	0.1368795813
808	0.1368625932
809	0.1368327316
810	0.1368169665
811	0.1367874448
812	0.1367551714
813	0.1367210207
814	0.1366931425
815	0.1366699495
816	0.1366388415
817	0.1366183833
818	0.1365987111
819	0.1365698131
820	0.1364421589
821	0.1364172225
822	0.1364005887
823	0.136376043
824	0.1363578849
825	0.1363338449
826	0.1363053267
827	0.1362684099
828	0.1362430564
829	0.1362113049
830	0.1361971754
831	0.1361666379
832	0.1361325666
833	0.1361112353
834	0.1360907762
835	0.1360549087
836	0.1360210785
837	0.1359954206
838	0.1359734894
839	0.1359396391
840	0.1359110706
841	0.1358933741
842	0.1358761197
843	0.1358494309
844	0.1358174792
845	0.1357842042
846	0.1357688561
847	0.1357461784
848	0.1357232575
849	0.1356930974
850	0.1356658292
851	0.1356443981
852	0.1356228167
853	0.135592868
854	0.1355728542
855	0.135556269
856	0.1355232059
857	0.1355016812
858	0.1354848745
859	0.1354605688
860	0.1354557247
861	0.1354353704
862	0.1354174365
863	0.1353802958
864	0.1353447568
865	0.1353274261
866	0.1353100262
867	0.1352777833
868	0.1352664068
869	0.1352402229
870	0.135215888
871	0.1351896618
872	0.1351571562
873	0.135129745
874	0.1351117926
875	0.135090998
876	0.1350703538
877	0.1350613486
878	0.1350574415
879	0.1350426416
880	0.135018038
881	0.1349956579
882	0.1349741442
883	0.134954637
884	0.1349330807
885	0.1349029028
886	0.1348755208
887	0.1348430559
888	0.1347882756
889	0.1347714536
890	0.1347335262
891	0.1346712675
892	0.1346459864
893	0.1346418064
894	0.1346158569
895	0.1345864747
896	0.1345775299
897	0.1345575664
898	0.1345309856
899	0.134509546
900	0.1344863914
901	0.13445762
902	0.1344294628
903	0.1344052283
904	0.134373497
905	0.1343465654
906	0.1343146943
907	0.1342949943
908	0.1342793744
909	0.1342473104
910	0.1342219437
911	0.1342047463
912	0.1341844867
913	0.1341569551
914	0.1341424024
915	0.1341163202
916	0.1340864875
917	0.1340662869
918	0.1340422458
919	0.1340173304
920	0.1339963885
921	0.1339787258
922	0.1339646027
923	0.1339295193
924	0.1339144558
925	0.133893467
926	0.1338701418
927	0.1338497489
928	0.1338024344
929	0.1337812962
930	0.1337548239
931	0.1337414866
932	0.133716745
933	0.1336923156
934	0.1336712434
935	0.1336503058
936	0.1336274626
937	0.13359563
938	0.1335791192
939	0.1335640072
940	0.133547007
941	0.1335282649
942	0.1335034689
943	0.1334742892
944	0.1334484765
945	0.1334302114
946	0.1333974216
947	0.1333662235
948	0.1333514216
949	0.1333399008
950	0.1333073446
951	0.1332899094
952	0.1332757445
953	0.1332518575
954	0.1332319073
955	0.1332207855
956	0.1331983514
957	0.1331723283
958	0.1331465542
959	0.1331240071
960	0.1331043698
961	0.1330491591
962	0.1330161611
963	0.133001301
964	0.1329773376
965	0.1329508639
966	0.1328897265
967	0.1328597007
968	0.132852309
969	0.132825875
970	0.132806849
971	0.1327831792
972	0.1327633654
973	0.1327425225
974	0.132718372
975	0.1326857721
976	0.1326606759
977	0.1326455529
978	0.1326337202
979	0.1326094798
980	0.1325836307
981	0.1325618719
982	0.132539575
983	0.1325247999
984	0.1324954771
985	0.1324818351
986	0.1324593558
987	0.1324351161
988	0.1324032094
989	0.1323818105
990	0.1323661414
991	0.1323562745
992	0.1323399601
993	0.132321786
994	0.1323012599
995	0.1322726843
996	0.1322564038
997	0.132227353
998	0.1322089
999	0.1322024491
